"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
8.66819215906505e-290	3.38662766235033	1	0.436	1.16552511770789e-285	"Oligodendrocytes"	"PLP1"
1.13022307476638e-177	1.90302609659188	0.978	0.661	1.51969794633087e-173	"Oligodendrocytes"	"FTH1"
4.00297790585862e-165	3.06964442456478	0.883	0.064	5.3824040922175e-161	"Oligodendrocytes"	"MAG"
2.1634166253089e-164	3.05358937826844	0.883	0.053	2.90892999439035e-160	"Oligodendrocytes"	"ERMN"
4.26131898725403e-164	2.35860720093354	0.955	0.243	5.72976951026177e-160	"Oligodendrocytes"	"MBP"
2.15200960025585e-161	3.12640336018274	0.857	0.057	2.89359210850401e-157	"Oligodendrocytes"	"CLDN11"
6.13908510570477e-141	2.74400930939308	0.861	0.082	8.25461383313063e-137	"Oligodendrocytes"	"APOD"
3.87434881670417e-140	2.6212159193343	0.852	0.094	5.20944941894042e-136	"Oligodendrocytes"	"SEPT4"
1.89033684984918e-139	2.65834042713597	0.87	0.145	2.54174692830721e-135	"Oligodendrocytes"	"CAR2"
1.63367914204268e-137	2.58473205666162	0.843	0.113	2.19664497439058e-133	"Oligodendrocytes"	"CNP"
1.55415340202986e-136	2.87106689682351	0.812	0.091	2.08971466436935e-132	"Oligodendrocytes"	"CRYAB"
4.47142768419045e-136	2.75000560231759	0.865	0.105	6.01228166416248e-132	"Oligodendrocytes"	"MAL"
3.11774039928585e-130	2.26111590711159	0.883	0.14	4.19211374087976e-126	"Oligodendrocytes"	"MOBP"
7.2050966299586e-129	2.31407351789284	0.865	0.138	9.68797292864233e-125	"Oligodendrocytes"	"APLP1"
1.43981405722711e-126	2.39452093196402	0.865	0.133	1.93597398134757e-122	"Oligodendrocytes"	"TRF"
2.18613880992979e-117	2.23049675458791	0.834	0.144	2.93948224383159e-113	"Oligodendrocytes"	"GATM"
4.44113913473803e-117	2.5479129473203	0.758	0.054	5.97155568056876e-113	"Oligodendrocytes"	"STMN4"
4.45890807161279e-107	2.41698042950647	0.735	0.086	5.99544779309056e-103	"Oligodendrocytes"	"QDPR"
1.11314107890216e-104	2.64261086989634	0.592	0.014	1.49672949469185e-100	"Oligodendrocytes"	"MOG"
2.86221048427523e-99	1.73287439524123	0.91	0.33	3.84852821715647e-95	"Oligodendrocytes"	"APP"
